source,reply_to,date,reactions,text,url
Lee Dothage,,2019-05-31,,Constance Smith,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Emily Alvarez,,2019-05-31,,Jenna Lindsey,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Emily Alvarez,,2019-05-31,,Jenna Lindsey,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Taylor James Sullivan,,2019-05-31,,David Llewellyn,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Sondre Jacobsen,,2019-05-31,,Lars Østli,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Edgar Lit,,2019-05-31,,Ariel O'Campo haha,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Tash Witte,,"2,Jun,at,18:57",,Risto,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Raegina Taylor,,"1,Jun,at,14:55",,Adam Murray,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=140&av=100013685075604&eav=AfYsZI_FrrrROCtPV3r1hr1cZ7ZoSX2qR0Vfk81LM0_krHeV1LzvBRTV5HMm1ousv_A&refid=52
Michelle Dailitka,,"1,Jun,at,01:20",,Sara Whitley,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Matthew Warner,,2019-05-31,,Myron Leonard Jr.,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Chris Ebbs,,2019-05-31,1,Audrey O'Connor,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Lindsey Parker,,2019-05-31,,Leah,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Tina Karlsson,,2019-05-31,,Clara Eriksson,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Sai Kornsuwan,,2019-05-31,,Jessica Lutton,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Henry Watson,,"1,Jun,at,11:29",1,Olivia Breeze,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Emanuela Botros,,"1,Jun,at,04:27",,Solenn Dumont,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Bram Braspenning,,"1,Jun,at,03:10",1,Lize,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Toria Rees,,"31,May,at,23:27",1,Gemma Whitaker,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=150&av=100013685075604&eav=AfbLLMkmFx_h3SViYEulkaqqAHjj--KutjsCga8mbRcLgHKAlYtFX2iK7jaUqJ1Liw4&refid=52
Jenna Abamonte,ROOT,2019-05-31,,Samantha Veenhuis,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157346381163735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQBJLpgmOoe8WWLH&refid=52&__tn__=R
Samantha Veenhuis,Jenna Abamonte,"31,May,at,23:13",,Jenna Abamonte  oh fer cute!,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157346381163735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQBJLpgmOoe8WWLH&refid=52&__tn__=R
Mitch Hall,,"31,May,at,22:47",1,Lizzie,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Diana Diana,,2019-05-31,1,Emil Klausen,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Mickey Cartin,,2019-05-31,,Francesca Florence,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Елена Кварталова,,2019-05-31,,Tanya Sergeeva,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Becky Ketteringham,,2019-05-31,,Shelley Saunders,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
James Hyun,,2019-05-31,1,Dalia Hernandez,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Anthony Bibeau,,2019-05-31,1,Catherine Ethier,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Bobby Vanderpool,,2019-05-31,1,Mason Boyle,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Casey Chien,,2019-05-31,1,Marcelino Varona,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=160&av=100013685075604&eav=AfZyBTQDLQCPBdvSSZiy5MOBeaP-NLCecfmU70OH6dwLN4cu1VFODdHrRx9EXXN3YhU&refid=52
Jenna Corpe,ROOT,2019-05-31,,Richard Slater,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344762893735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQDGUkpWeqT9cgiy&refid=52&__tn__=R
Richard Slater,Jenna Corpe,2019-05-31,,,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344762893735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQDGUkpWeqT9cgiy&refid=52&__tn__=R
Andrew Chavez,ROOT,2019-05-31,,"Lol, you this week with finals Rainee",https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344863093735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQBvHIEVJBWotPmK&refid=52&__tn__=R
Rainee Zhao,Andrew Chavez,2019-05-31,1,😭😭😭,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344863093735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQBvHIEVJBWotPmK&refid=52&__tn__=R
Renato D'Incau,,2019-05-31,1,Claudio Dincau,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Ludwig Björn Josefsson,,2019-05-31,1,Max Hemberg,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
John Larose,,2019-05-31,1,Karine St-Hilaire idk why but i immediately thought of you,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Laura Kelly,,2019-05-31,2,Erin squish,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Gülnar Babayeva,,2019-05-31,,Alex Mobi just this one 😂 no more,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Brooke Meleah,,2019-05-31,1,Marielle you on monday,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Claire Witzelsucht,,"3,Jun,at,04:08",,Jonathan Ruiz,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Sarah Salem,,2019-05-31,,Kye Bidzinski,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=170&av=100013685075604&eav=AfYcOL_rQcBiyy0yRsWk84Dh_0NGlzDJQn2duKjp_6yfdbusBtXpDK6ltcWIfIVd6yc&refid=52
Rebecca Neilson,,2019-05-31,1,Zoe Majstorovic,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Nance Aum,,2019-05-31,,Che Ouyang,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Andrei Gherman,,2019-05-31,1,Cristina Constantin,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Chand Yadev,,2019-05-31,1,Sohum Bhatt,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Marcin Mazurek,,2019-05-31,,Maddie,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Ginny Carrot,,2019-05-31,,Ffs 🥴🥴🥴 Lisa Price,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Jasmine Joseph,,2019-05-31,1,Kylie Joseph flat cat 🥰,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Josh Edmonds,,2019-05-31,,Tianna Edmonds LOOK ST HIM,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
邱繼輝,,"2,Jun,at,21:40",,岳則均 （Chris Yueh）QAQ TOMORROW IS FIRSTDAY....,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Speth A'Roo,,2019-05-31,1,Carol Higham half term woes,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=180&av=100013685075604&eav=AfaDA9_WTyiREP3RbyUl7sJKjAJe9L8cqxzlukKB71CbZ-3GCGNS-B0O1NGr_42FgEo&refid=52
Logan Gaastra,ROOT,2019-05-31,,Grace Wammack you,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157345413758735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQA1eCCHNFCde-Bu&refid=52&__tn__=R
Grace Wammack,Logan Gaastra,2019-05-31,,Logan Gaastra This is far more relatable to me than it should be,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157345413758735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQA1eCCHNFCde-Bu&refid=52&__tn__=R
Tiffany Shyu,ROOT,2019-05-31,1,Claire Hawkes SQUISHY BOO,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157346428923735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQCArFFypuaaVClB&refid=52&__tn__=R
Claire Hawkes,Tiffany Shyu,"31,May,at,23:16",,OMG a whole fluffy baby <3,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157346428923735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQCArFFypuaaVClB&refid=52&__tn__=R
Tizzo Lunney,ROOT,2019-05-31,1,Charlotte F. Doran kilteragh kitchen,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344622953735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQCM9zaiRCIlpTof&refid=52&__tn__=R
Charlotte F. Doran,Tizzo Lunney,2019-05-31,1,Tizzo hahahahaah that kitchen table ❤,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344622953735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQCM9zaiRCIlpTof&refid=52&__tn__=R
Katie Colón,,2019-05-31,1,Edison Carrera you <3,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Vegard Fladby,,2019-05-31,,Jesper Stokke Mood,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Katy Joy,,2019-05-31,,Ellie Nicole accurate,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Lindsay A Gaydos,,2019-05-31,3,"Susanne, Teresa, Emily and Emily lol",https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Danielle Tingo,,2019-05-31,1,Alecia Marie squish,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Hazel Rodger,,2019-05-31,1,Peter 😪 x,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Charlotte McNeice,,2019-05-31,,Lily Pattinson accurate,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=190&av=100013685075604&eav=AfbPkHgL_u3emNZhk3ZkV0F3fSSUNQ2lJBL2McNBHcdqPGSRDCyNcC1pYn-ktJse7yQ&refid=52
Ashley Chrysler,ROOT,2019-05-31,,Sophie Overington you,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344768628735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQAetdJZqpBjUwZO&refid=52&__tn__=R
Sophie Overington,Ashley Chrysler,2019-05-31,,Ashley Chrysler me when I woke up this morning,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344768628735&count=1&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQAetdJZqpBjUwZO&refid=52&__tn__=R
Adam Tepperpedic,ROOT,2019-05-31,,Rebecca me rn,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344543148735&count=2&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQB6xU72kXnyZagS&refid=52&__tn__=R
Rebecca Martinez,Adam Tepperpedic,2019-05-31,,Adam Tepperpedic same,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344543148735&count=2&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQB6xU72kXnyZagS&refid=52&__tn__=R
Rebecca Martinez,Adam Tepperpedic,2019-05-31,,Adam Tepperpedic same,https://mbasic.facebook.com/comment/replies/?ctoken=10157344527433735_10157344543148735&count=2&curr&pc=1&ft_ent_identifier=10157344527433735&gfid=AQB6xU72kXnyZagS&refid=52&__tn__=R
Sarah Brotherton,,2019-05-31,1,Lindsey Derrick you this week,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=200&av=100013685075604&eav=AfZrBpzW9-fZ43H19416qAhH9NEpcDv6_ztwI542Q9XZPPvyYiCz2d9aPk2xvUZgOgc&refid=52
Amanda Borris,,2019-05-31,1,Alex Possemato-Rady same,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=200&av=100013685075604&eav=AfZrBpzW9-fZ43H19416qAhH9NEpcDv6_ztwI542Q9XZPPvyYiCz2d9aPk2xvUZgOgc&refid=52
Francesco Luciano Della Torre,,2019-05-31,1,Brittney Stevenson yep,https://mbasic.facebook.com/story.php?story_fbid=10157344527433735&id=7177913734&p=200&av=100013685075604&eav=AfZrBpzW9-fZ43H19416qAhH9NEpcDv6_ztwI542Q9XZPPvyYiCz2d9aPk2xvUZgOgc&refid=52
